iteracion,mejor_fitness,error_knn,penalizacion_tamano,num_caracteristicas,diversidad_poblacion
141,0.30110549450549456,0.3846153846153846,0.288,144,1.4367392729350816
142,0.30110549450549456,0.3846153846153846,0.288,144,1.4367392729350816
143,0.30110549450549456,0.3846153846153846,0.288,144,1.4270925043885214
144,0.30110549450549456,0.3846153846153846,0.288,144,1.4270925043885214
145,0.30110549450549456,0.3846153846153846,0.288,144,1.4270925043885214
146,0.30110549450549456,0.3846153846153846,0.288,144,1.422382425621493
147,0.30110549450549456,0.3846153846153846,0.288,144,1.4219536202754564
148,0.30110549450549456,0.3846153846153846,0.288,144,1.4086785728631916
149,0.30110549450549456,0.3846153846153846,0.288,144,1.4009463871504633
150,0.30110549450549456,0.3846153846153846,0.288,144,1.4009463871504633
151,0.30110549450549456,0.3846153846153846,0.288,144,1.3839334689981313
152,0.30110549450549456,0.3846153846153846,0.288,144,1.3779336091669774
153,0.30110549450549456,0.3846153846153846,0.288,144,1.3779336091669774
154,0.30110549450549456,0.3846153846153846,0.288,144,1.3722652729105649
155,0.30110549450549456,0.3846153846153846,0.288,144,1.3722652729105649
156,0.30110549450549456,0.3846153846153846,0.288,144,1.3690774802695478
157,0.30110549450549456,0.3846153846153846,0.288,144,1.3582912311423307
158,0.30110549450549456,0.3846153846153846,0.288,144,1.350665482702677
159,0.30110549450549456,0.3846153846153846,0.288,144,1.348472933996879
160,0.30110549450549456,0.3846153846153846,0.288,144,1.348472933996879
161,0.30110549450549456,0.3846153846153846,0.288,144,1.3432731672283469
162,0.2893428571428571,0.34065934065934067,0.292,146,1.3418873135468297
163,0.2893428571428571,0.34065934065934067,0.292,146,1.338854682068505
164,0.2893428571428571,0.34065934065934067,0.292,146,1.3300945395644355
165,0.2893428571428571,0.34065934065934067,0.292,146,1.3276064441641073
166,0.2893428571428571,0.34065934065934067,0.292,146,1.3260575460799728
167,0.2893428571428571,0.34065934065934067,0.292,146,1.3246119124196307
168,0.2893428571428571,0.34065934065934067,0.292,146,1.322314127775779
169,0.2893428571428571,0.34065934065934067,0.292,146,1.315247599045411
170,0.2893428571428571,0.34065934065934067,0.292,146,1.3103687556042687
171,0.2893428571428571,0.34065934065934067,0.292,146,1.2985093635113432
172,0.2893428571428571,0.34065934065934067,0.292,146,1.2911134482387185
173,0.2893428571428571,0.34065934065934067,0.292,146,1.2796703507390113
174,0.2893428571428571,0.34065934065934067,0.292,146,1.2796703507390113
175,0.2893428571428571,0.34065934065934067,0.292,146,1.2773379699420044
176,0.2893428571428571,0.34065934065934067,0.292,146,1.276197849780817
177,0.2893428571428571,0.34065934065934067,0.292,146,1.2726424359698714
178,0.2893428571428571,0.34065934065934067,0.292,146,1.2659204512754096
179,0.2893428571428571,0.34065934065934067,0.292,146,1.2511500429797224
180,0.2893428571428571,0.34065934065934067,0.292,146,1.2494862852547144
181,0.2893428571428571,0.34065934065934067,0.292,146,1.235250823998827
182,0.2893428571428571,0.34065934065934067,0.292,146,1.2352231020531703
183,0.2893428571428571,0.34065934065934067,0.292,146,1.2094268278261844
184,0.2893428571428571,0.34065934065934067,0.292,146,1.2094644009764128
185,0.2893428571428571,0.34065934065934067,0.292,146,1.1988617318687294
186,0.2893428571428571,0.34065934065934067,0.292,146,1.1979654925345022
187,0.2893428571428571,0.34065934065934067,0.292,146,1.1977071627540021
188,0.2893428571428571,0.34065934065934067,0.292,146,1.191981212490772
189,0.2893428571428571,0.34065934065934067,0.292,146,1.1918072046018129
190,0.2893428571428571,0.34065934065934067,0.292,146,1.1879581778520083
191,0.2893428571428571,0.34065934065934067,0.292,146,1.1790701092094398
192,0.2893428571428571,0.34065934065934067,0.292,146,1.1789379349914726
193,0.2893428571428571,0.34065934065934067,0.292,146,1.1789379349914726
194,0.2893428571428571,0.34065934065934067,0.292,146,1.1789379349914726
195,0.2893428571428571,0.34065934065934067,0.292,146,1.1786424847924069
196,0.2893428571428571,0.34065934065934067,0.292,146,1.174803258578962
