Dataset,Algoritmo,Corrida_ID,F1_Optimizado,Precision_Optimizado,Recall_Optimizado,Num_Features,RD_Dimensionality,Mejor_Fitness_Final,Tiempo_Ejecucion_s,F1_KNN_Full,Precision_KNN_Full,Recall_KNN_Full,Vector_Binario_Completo
WDBC,DOA,11,0.981651376146789,0.9766081871345028,0.9907407407407408,9,0.7,0.0491666666666666,2.914186716079712,0.967741935483871,0.95906432748538,0.9722222222222222,000100010000110000001110001100
WDBC,PSO,6,0.9814814814814816,0.9766081871345028,0.9814814814814816,13,0.5666666666666667,0.0737499999999999,2.75156307220459,0.967741935483871,0.95906432748538,0.9722222222222222,110101001110110010000010101000
WDBC,GWO,10,0.981651376146789,0.9766081871345028,0.9907407407407408,12,0.6,0.0558333333333333,3.0377697944641118,0.967741935483871,0.95906432748538,0.9722222222222222,100001101010100010011110100000
Madelon,DOA,21,0.8524590163934426,0.85,0.8535353535353535,7,0.986,0.0951560439560439,116.52125811576845,0.5957446808510638,0.5371794871794872,0.6717171717171717,00000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000001000000000000000000010000000000000000000001000000000000000000000000
Madelon,PSO,0,0.6584463625154131,0.6448717948717949,0.6742424242424242,103,0.794,0.2606901098901099,120.549786567688,0.5957446808510638,0.5371794871794872,0.6717171717171717,10110000100010010100001000001001000000000000011010000001001000000001000100000110000010000001010010000100010100100001000000000000000100000000000100100100000100000100001000001000100000000000000000000100000000100000111000001100000101000011100001010000001000000100101000000000001000010101100000000000000000000000000101000000001001000010000010110000010000001000000100000001010011000010010000010111010000000101010010000001000000000000000001010101010100010011000111000000000000001001000000000000000001001000
Madelon,GWO,18,0.6741293532338308,0.6641025641025641,0.6843434343434344,143,0.714,0.2557274725274725,138.07494640350342,0.5957446808510638,0.5371794871794872,0.6717171717171717,01000011001000000000010000011110001000000011100010000000100000110000001001000110100010010110000000001001010000000000000100000100100000000000100100000000011101001000000000001100000000010100010001000100001000100111000000101001000000001100000101000010100000100100010001000110001001000111001111010100000010100010101000000010010010110100101110101000010010000100101100101110010100011010000000000000000010000000000010001010001010001100101001010010001100000001011100010001001011001001000101000000110001110010
